sample_plot_id,longitude,latitude,起源,郁闭度,林分密度（株每公顷）,平均树高（米）,平均胸径（厘米）,龄组,tree_species_composition,tip1,tip2
43-412249-Y-04542,109.833715,26.817576,天然,0.5,615,9.5,12.9,中龄林,8其它硬阔类1杉木1其它软阔,阔叶林,其他难燃阔叶林
43-414263-Y-04596,109.873796,26.781803,天然,0.45,1230,13,19.8,成、过熟林,6杉木 3其它软阔类 1其它硬阔类,针阔混交林,针叶针阔混交林
43-412222-N-00952,110.011831,26.801451,天然,0.65,1455,10.9,13.4,中龄林,10马尾松,针叶林,马尾松林
43-412262-N-00969,109.973946,26.764069,天然,0.65,2010,12.3,11,中龄林,4其它硬阔3其它软阔3杉,针阔混交林,针叶针阔混交林
43-423231-Y-04375,109.550658,26.923242,人工,0.4,1035,10.6,18.6,近熟林,9杉木 1软阔,针叶林,杉木林
43-412263-Y-04705,109.633679,26.707635,天然,0.55,1800,9.3,12.8,中龄林,4马尾松 3其它软阔类  2其它硬阔类 1杉木,针阔混交林,针叶针阔混交林
43-412266-Y-04378,109.792387,26.925518,天然,0.65,2265,13,9,壮龄竹,10毛竹 ,竹、灌,竹、灌
43-412162-Y-04272,109.95284,26.998587,天然,0.7,2010,7.6,10.7,中龄林,6其它硬阔类 3其它软阔类 1杉木,阔叶林,其他难燃阔叶林
43-422131-Y-04216,109.746997,27.031625,人工,0.7,1725,12,16.3,中龄林,10杉木,针叶林,杉木林
43-422262-N-00698,110.24916041311951,27.704314267723937,人工,0.6,1125,11.2,10.9,中龄林,6栎类 3其它硬阔类 1杉木,阔叶林,栎类林
43-423261-Y-03065,110.43266189140374,27.795386737461953,人工,0.45,705,9.1,13.7,近熟林,5杉木 3马尾松 2泡桐,针叶林,杉木林
43-422231-Y-05551,109.600314,26.1656,人工,0.65,1290,13,24.5,中龄林,7杉3阔,针叶林,杉木林
43-422122-Y-05505,109.879981,26.203917,人工,0.77,1695,6.7,12.7,中龄林,7马尾松  3其它软阔类,针叶林,马尾松林
43-421131-N-01141,109.61814177412361,26.2557016602035,人工,0.7,1740,10.6,13.4,幼龄林,8杉木 2马尾松,针叶林,杉木林
43-412249-Y-05172,109.7976574,26.42039921,天然,0.65,1590,13,15.7,中龄林,6阔3杉1松,针阔混交林,针叶针阔混交林
43-411163-N-01208,109.70060093898223,26.039880214300524,天然,0.8,2295,9.2,10.7,幼龄林,6阔叶树2马尾松2杉木,针阔混交林,针叶针阔混交林
43-422131-N-00575,110.245812,28.10185582,人工,0.8,3060,10.5,10.2,中龄林,9杉木 1马尾松,针叶林,杉木林
43-421231-Y-04592,109.552807,26.77821,人工,0.5,1680,6.5,8.1,幼龄林,10杉木,针叶林,杉木林
43-422131-N-00979,109.572329,26.724498,人工,0.75,1920,13.3,16.7,中龄林,7杉木 3其它软阔类,针叶林,杉木林
43-411249-Y-04217,109.831634,27.034362,天然,0.5,2385,8,9.9,幼龄林,9其它硬阔类 1杉木,阔叶林,其他难燃阔叶林
43-422131-Y-04430,109.591617,26.887698,人工,0.75,3270,10,11.5,中龄林,9杉木 1其它硬阔类,针叶林,杉木林
43-422331-Y-02029,110.18361852267674,28.44443537279426,人工,0.3,315,10.1,11.4,中龄林,7杉木 2柏木 1其它软阔类,针叶林,杉木林
43-411262-Y-02393,110.5932286,28.22920217,天然,0.65,1995,14.9,12.9,幼龄林,4其它软阔类 3栎类 2其它硬阔类 1杉木,阔叶林,其他难燃阔叶林
43-411162-Y-01915,110.7553832,28.5182381,天然,0.7,2895,8.9,11.6,幼龄林,5其它硬阔类 3其它软阔类 2栎类,阔叶林,其他难燃阔叶林
43-411249-Y-01680,110.8371817,28.66326668,天然,0.5,1020,9,9.2,幼龄林,8其它硬阔类 1其它软阔类 1杉木,阔叶林,其他难燃阔叶林
43-411262-N-00422,110.693078,28.463756,天然,0.4,1815,8.2,9.9,幼龄林,4其它软阔类 3枫香 3其它硬阔类,阔叶林,其他难燃阔叶林
43-431222-Y-01322,110.590022,28.879056,人天混,0.55,1260,10.2,12,幼龄林,7马尾松 2其它软阔类 1枫香,针叶林,马尾松林
43-421261-Y-01677,110.5822954,28.66396265,人工,0.51,585,12.1,27.6,幼龄林,6马尾松 2枫香 1其它硬阔类 1樱桃,针阔混交林,针叶针阔混交林
43-414222-Y-01733,110.30528910990455,28.625565697399054,天然,0.6,1020,15.2,21.2,成、过熟林,8马尾松 1杉木 1阔叶,针叶林,马尾松林
43-413263-N-00898,110.052564,26.981203,天然,0.5,795,14,19.3,近熟林,6其它硬阔类 3杉木 1马尾松,针阔混交林,针叶针阔混交林
43-412259-Y-01499,110.5501093,28.77096697,天然,0.55,1080,14.1,19.9,中龄林,9其它软阔类 1其它硬阔类,阔叶林,其他难燃阔叶林
43-412262-Y-02335,110.6336999,28.26540236,天然,0.55,1185,14.5,18.2,中龄林,4其它硬阔类 4枫香 1其它软阔类 1桦木,阔叶林,枫香林
43-411241-Y-01796,110.67358792334403,28.59050054356527,天然,0.65,1830,9.4,12.5,幼龄林,7栎类 1枫香 1其它硬阔类 1杉木,阔叶林,栎类林
43-413263-N-00492,110.53038373522128,28.319151646831074,天然,0.4,780,10.1,15.3,近熟林,5杉木 3油桐 2枫香,针阔混交林,针叶针阔混交林
43-411162-Y-01616,110.46864015871643,28.69839590294862,天然,0.7,1860,9.5,11.4,幼龄林,6栎类 3其它软阔类 1其它硬阔类,阔叶林,栎类林
43-412262-N-00307,110.5284533,28.82406326,天然,0.6,1440,10.9,11.6,中龄林,3其它软阔类 3板栗 2马尾松 2枫香,阔叶林,其他难燃阔叶林
43-422131-Y-01798,110.83727584920115,28.590895137300777,人工,0.8,1770,15.3,14.1,中龄林,7杉木 3马尾松,针叶林,杉木林
43-422231-N-00789,110.372871,27.34397,人工,0.45,570,7.8,15,中龄林,10杉木,针叶林,杉木林
43-411259-Y-04167,110.113551,27.072156,天然,0.45,495,7.2,15.3,幼龄林,10软阔类,阔叶林,其他难燃阔叶林
43-422162-Y-01971,110.38781887386844,28.481599801153433,人工,0.75,1080,13.5,15.7,中龄林,4樟木 2其它硬阔类 2柏木 2栎类,阔叶林,樟木林
43-412159-N-00407,110.48873252228816,28.49946095066241,天然,0.7,1845,9,11.5,中龄林,9其它软阔类 1其它硬阔类,阔叶林,其他难燃阔叶林
43-412262-Y-01856,110.7962874,28.55442029,天然,0.65,2430,8.6,9.7,中龄林,8其它软阔类 2杉木,阔叶林,其他难燃阔叶林
43-412259-Y-01859,111.0410623,28.55526806,天然,0.65,1890,7.3,8.7,中龄林,7其它软阔类 2杉木 1其它硬阔类,阔叶林,其他难燃阔叶林
43-412262-N-00408,110.5702786,28.49972317,天然,0.4,1830,11.1,12.8,中龄林,6其它软阔类 3楠木 1其它硬阔类,阔叶林,其他难燃阔叶林
43-411149-Y-01152,110.95936786863228,28.988158920397893,天然,0.7,1440,13.1,16.4,幼龄林,7其它硬阔类 1杉木 1枫香 1樟木,阔叶林,其他难燃阔叶林
43-412222-N-00446,110.40133555469669,28.4257169429415,天然,0.65,1275,20.7,26.7,中龄林,9马尾松 1樟木,针叶林,马尾松林
43-411241-N-00249,110.89682908099735,28.969563999978675,天然,0.65,1575,7.7,14.5,幼龄林,7栎类 1其它软阔类 1其它硬阔类 1马尾松,阔叶林,栎类林
43-422135-N-00381,110.242877,28.569955,人工,0.7,1500,11.7,15.1,中龄林,8柏木 2马尾松,针叶林,柏木林
43-411259-N-00386,110.8570624,28.5723845,天然,0.65,2115,14.7,12.6,幼龄林,9其它软阔类 1杉木,阔叶林,其他难燃阔叶林
43-412261-Y-01736,110.5504797,28.62666322,天然,0.6,1230,16.3,26.1,中龄林,3马尾松 3其它杉类 2其它松类 2其它硬阔类,针阔混交林,针叶针阔混交林
43-421135-Y-01793,110.42783489216663,28.59013759517393,人工,0.7,975,19.9,20.2,幼龄林,10柏木,针叶林,柏木林
43-414162-N-00383,110.529167,28.571667,天然,0.7,1980,8,8.3,成、过熟林,4其它软阔类 3马尾松 3其它硬阔类,针阔混交林,针叶针阔混交林
43-411162-Y-01797,110.7551845,28.59072584,天然,0.75,2655,13.1,13,幼龄林,4其它硬阔类 3其它软阔类 2檫木 1杉木,阔叶林,其他难燃阔叶林
43-411262-Y-01265,110.71307945215506,28.91594970931169,天然,0.6,1590,8.3,15.9,幼龄林,5栎类 4其它软阔类 1其它硬阔类,阔叶林,栎类林
43-411263-N-00324,110.569082,28.752111,天然,0.5,795,8,9.4,幼龄林,3马尾松 3其它软阔类 2其它硬阔类 2栎类,针阔混交林,针叶针阔混交林
43-411262-Y-02506,110.34857927770402,28.156365301504614,天然,0.61,1830,5.68,10.5,幼龄林,4其它硬阔类 3其它软阔类 2枫香 1栎类,阔叶林,其他难燃阔叶林
43-412162-Y-01380,110.5493005,28.84272149,天然,0.7,2430,9.4,8.4,中龄林,4其它硬阔类 4板栗 1油茶（灌） 1其它软阔类,阔叶林,其他难燃阔叶林
43-412222-Y-02330,110.22541415593861,28.264240499599453,天然,0.4,600,13,18.3,中龄林,10马尾松,针叶林,马尾松林
43-412263-Y-02333,110.46996,28.26477,天然,0.6,1530,11.6,13.6,中龄林,3板栗 3马尾松 3杉木 1木荷,针阔混交林,针叶针阔混交林
43-412262-Y-01912,110.5102864,28.51798474,天然,0.65,3540,7.8,10.2,中龄林,6其它软阔类 2其它硬阔类 2马尾松,阔叶林,其他难燃阔叶林
43-413222-Y-01913,110.5906941,28.51832473,天然,0.6,1515,15.5,18.3,近熟林,7马尾松 2杉木 1栎类,针叶林,马尾松林
43-413163-Y-01437,110.34456778717367,28.804271868851743,天然,0.75,2070,14.1,13.4,近熟林,3其它硬阔类 3板栗 3杉木 1桤木,针阔混交林,针叶针阔混交林
43-421241-N-00460,110.81576400560442,28.392020761548963,人工,0.41,1155,9.6,9.7,幼龄林,8栎类 2杉木 ,阔叶林,栎类林
43-422231-Y-02334,110.5521689,28.26537028,人工,0.4,2850,5.8,7.6,中龄林,10杉木,针叶林,杉木林
43-422363-Y-02093,110.4701413,28.40944943,人工,0.3,1290,11.4,11.4,中龄林,4其它硬阔类 3马尾松 2杉木 1其它软阔类,针阔混交林,针叶针阔混交林
43-422335-N-00382,110.32485757881426,28.57092686128567,人工,0.3,285,16,26.6,中龄林,7柏木 3其它软阔类,针叶林,柏木林
43-412262-N-00322,110.44665613044397,28.752044294223655,天然,0.5,1395,10.2,12.7,中龄林,5其它软阔类 3其它硬阔类 1樱桃 1泡桐,阔叶林,其他难燃阔叶林
43-412163-Y-02215,110.4704006,28.3374847,天然,0.7,1755,12,15.7,中龄林,4马尾松 3杉木 2栎类 1泡桐,针阔混交林,针叶针阔混交林
43-411362-N-00314,110.9787213,28.78919706,天然,0.35,525,11.7,19.4,幼龄林,6檫木 2杉木 1其它硬阔类 1枫香,阔叶林,其他难燃阔叶林
43-411263-Y-01791,110.2649444,28.5892165,天然,0.41,600,10.3,10.4,幼龄林,4马尾松 2檵木 2其它软阔类 2枫香,针阔混交林,针叶针阔混交林
43-411262-Y-01973,110.551782,28.48173775,天然,0.5,1965,7.5,9.8,幼龄林,4栎类 4其它软阔类 2其它硬阔类,阔叶林,栎类林
43-411263-Y-01442,110.75476352361778,28.807219458011616,天然,0.65,1755,8.8,14.7,幼龄林,3栎类 3其它硬阔类 2杉木 2马尾松,针阔混交林,针叶针阔混交林
43-411262-N-00275,110.97892234499028,28.897422335172678,天然,0.6,1950,7.7,13.7,幼龄林,3其它软阔类 3其它硬阔类 2杜鹃 2栎类,阔叶林,其他难燃阔叶林
43-411249-Y-02158,110.75599103885543,28.374426124665945,天然,0.6,585,11.6,17.7,幼龄林,8其它硬阔类 2栎类,阔叶林,其他难燃阔叶林
43-412222-Y-01381,110.63849,28.825246,天然,0.4,120,16,30.9,中龄林,10马尾松,针叶林,马尾松林
43-412159-Y-01622,110.95954166891295,28.699631937464005,天然,0.75,375,12.7,11.5,中龄林,7其它阔叶3杉木,阔叶林,其他难燃阔叶林
43-412263-N-00325,110.61036546209647,28.752500888005613,天然,0.5,780,14.1,20.6,中龄林,5马尾松 3其它硬阔类 1枫香 1杉木,针阔混交林,针叶针阔混交林
43-412262-Y-01563,111.000732,28.735532,天然,0.4,660,7.2,8.7,中龄林,5枣 3其它硬阔类 1楠木 1枫香,阔叶林,其他难燃阔叶林
43-423261-Y-02091,110.30650032493008,28.40943167952844,人工,0.65,1095,15.3,19.8,近熟林,4柏木  3马尾松  1枫香  2其他阔叶,针阔混交林,针叶针阔混交林
43-413262-Y-02217,110.6333239,28.33771081,天然,0.65,1320,13,18.2,近熟林,4其它硬阔类 4其它软阔类 1檫木 1杉木,阔叶林,其他难燃阔叶林
43-421231-N-00308,110.93795429395556,28.825229363144672,人工,0.6,2070,10,9.9,幼龄林,8杉木 1其它软阔类 1枣,针叶林,杉木林
43-414363-N-00328,110.73322615995937,28.752799225503907,天然,0.31,720,9.5,10.8,成、过熟林,4杉木 2檫木 2其它软阔类 2其它硬阔类,针阔混交林,针叶针阔混交林
43-414262-Y-01676,110.50943534746335,28.662188408668158,天然,0.5,1155,10,14,成、过熟林,3栎类 3其它硬阔类 2马尾松 2枫香,阔叶林,其他难燃阔叶林
43-414261-Y-01792,110.34636751584821,28.5890927844045,天然,0.55,585,13.3,18.5,成、过熟林,4马尾松3杉木1柏木1楠木1阔叶,针叶林,马尾松林
43-422263-Y-01910,110.34665423830941,28.517675184111397,人工,0.5,975,7.9,8.1,中龄林,5柏木 4其它软阔类 1马尾松,针阔混交林,针叶针阔混交林
43-421331-Y-02036,110.7553192,28.44643562,人工,0.3,1335,7.5,11.5,幼龄林,8杉木 1其它软阔类 1其它硬阔类,针叶林,杉木林
43-423231-Y-02507,110.4305556,28.15666667,人工,0.4,480,13.7,17.6,近熟林,9杉木 1其它软阔类,针叶林,杉木林
43-422322-Y-01504,110.9593499244595,28.771661035028785,人工,0.3,255,12.5,17.2,中龄林,9马尾松 1其它硬阔类,针叶林,马尾松林
43-422263-Y-02096,110.71510725609505,28.41026821990249,人工,0.6,2805,9.5,11,中龄林,6杉木 3其它软阔类 1其它硬阔类,针阔混交林,针叶针阔混交林
43-411362-Y-02449,110.38962521113467,28.19263455104374,天然,0.3,2040,7.4,8.5,幼龄林,6栎类 3其它软阔类 1油桐,阔叶林,栎类林
43-411149-N-00507,110.61208638857602,28.283315615723154,天然,0.7,4020,8,9.1,幼龄林,7其它硬阔类 1栎类 1杜鹃 1杉木,阔叶林,其他难燃阔叶林
43-422254-N-00476,110.44862687163288,28.35493789416853,人工,0.4,285,5.83,7.6,中龄林,10泡桐,阔叶林,其他难燃阔叶林
43-433263-Y-01324,110.75445196928254,28.87948380497895,人天混,0.6,1755,7.7,13.2,近熟林,3杉木 3枫香 3栎类 1马尾松,针阔混交林,针叶针阔混交林
43-412262-Y-01799,110.91869167817845,28.59081507785362,天然,0.65,1980,9.8,9.2,中龄林,7其它软阔类 2杉木 1其它硬阔类,阔叶林,其他难燃阔叶林
43-411262-Y-01618,110.632522,28.698815,天然,0.65,1530,9.6,11.5,幼龄林,4其它软阔类 3其它硬阔类 2马尾松 1杉木,针阔混交林,针叶针阔混交林
43-412162-Y-01439,110.51243894095954,28.805483429626268,天然,0.7,1500,14.4,18.2,中龄林,6楠木 3油桐 1枫香,阔叶林,其他难燃阔叶林
43-412163-Y-01264,110.63165903303798,28.915661360583385,天然,0.7,1095,12.3,16.5,中龄林,3杉木 3其它硬阔类 2枫香 2马尾松,针阔混交林,针叶针阔混交林
43-411362-Y-01558,110.59107138353755,28.73487615800832,天然,0.32,570,11.3,14.1,幼龄林,4其它硬阔类 3枫香 2其它软阔类 1杉木,阔叶林,其他难燃阔叶林
43-413263-Y-02212,110.2258147,28.33616097,天然,0.55,945,10.3,13.6,近熟林,5杉木 3其它软阔类 1其它硬阔类 1板栗,针阔混交林,针叶针阔混交林
43-432163-Y-02508,110.5119444,28.15722222,人天混,0.71,1605,8.3,13.4,中龄林,5杉木 2其它软阔类 2银杏 1枫香,针阔混交林,针叶针阔混交林
43-424131-Y-01908,110.1832559,28.51652107,人工,0.7,1380,10.7,11.4,成、过熟林,7杉木 1柏木 2其它阔叶类,针叶林,杉木林
43-411262-Y-01853,110.55045517426692,28.554237214875627,天然,0.4,495,11.2,14.2,幼龄林,5楠木 2其它硬阔类 2马尾松 1泡桐,阔叶林,其他难燃阔叶林
43-411262-N-00364,110.775016,28.643052,天然,0.6,1155,6.3,16.1,幼龄林,6其它硬阔类 2枣 1紫椴 1杉木,阔叶林,其他难燃阔叶林
43-412262-N-00409,110.73386413002567,28.500161945217656,天然,0.5,1245,12,13.5,中龄林,6其它软阔类 2枫香 2其它硬阔类,阔叶林,其他难燃阔叶林
43-421231-Y-01977,110.87792445025326,28.48295884437522,人工,0.5,2760,7.5,12.8,幼龄林,7杉木 2杜仲 1黄柏,针叶林,杉木林
43-421131-Y-01497,110.38476020846976,28.771759475420673,人工,0.71,2085,9.1,12.4,幼龄林,7杉木 2马尾松 1枫香,针叶林,杉木林
43-423231-N-00396,110.775591,28.536491,人工,0.65,1140,15.1,19.9,近熟林,10杉木,针叶林,杉木林
43-424261-Y-02035,110.67394731549186,28.445978335970832,人工,0.6,750,13.5,26.8,成、过熟林,4马尾松 3杉木 2其它软阔类 1栎类,针阔混交林,针叶针阔混交林
43-411249-Y-01681,110.9187003,28.66273115,天然,0.5,1695,8,9.1,幼龄林,7其它硬阔类 2其它软阔类 1黄柏,阔叶林,其他难燃阔叶林
43-412259-Y-01857,110.878142,28.55498159,天然,0.65,1035,11.7,11.6,中龄林,10其它软阔类,阔叶林,其他难燃阔叶林
43-421131-Y-01858,110.95979143402752,28.555138420102082,人工,0.8,3720,11,13.4,幼龄林,8杉木 1其它软阔类 1马尾松,针叶林,杉木林
43-421262-Y-01737,110.6340844,28.62558918,人工,0.6,1035,8.8,12.1,幼龄林,4栎类 2其它经济类树种 2青冈 2檵木,阔叶林,栎类林
43-411262-N-00248,110.85578983693148,28.96952626442561,天然,0.65,1665,9.7,11.1,幼龄林,3其它软阔类 3其它硬阔类 2樟木 2水、胡、黄,阔叶林,其他难燃阔叶林
43-414159-N-00374,110.81538749723529,28.608572255505237,天然,0.7,1530,11.3,15.4,成、过熟林,9其它阔叶类 1杉木,阔叶林,其他难燃阔叶林
43-412262-Y-01441,110.67281129220743,28.80745167825239,天然,0.65,870,11.2,12.9,中龄林,4板栗 2檵木 2其它硬阔类 2其它软阔类,阔叶林,其他难燃阔叶林
43-411249-N-00444,110.28495073858579,28.42636016968612,天然,0.4,510,14.5,17.7,幼龄林,6其它硬阔类 2柳杉 1板栗 1棕榈,阔叶林,其他难燃阔叶林
43-422231-Y-03265,109.702534,27.646447,人工,0.45,795,11.7,15.6,中龄林,7杉木2其它软阔类1榆树,针叶林,杉木林
43-412162-Y-03754,109.990034,27.32377,天然,0.7,2280,9.6,9.4,中龄林,6其它硬阔类 2栎类 1山核桃 1油桐,阔叶林,其他难燃阔叶林
43-422148-Y-03529,109.989091,27.467885,人工,0.8,540,12.4,17.4,中龄林,10枫香,阔叶林,枫香林
43-411262-Y-03752,109.827993,27.322415,天然,0.6,1155,9.5,11.4,幼龄林,4板栗 2杉木 2枫香 2樟木,阔叶林,其他难燃阔叶林
43-422231-Y-03167,110.108169,27.721954,人工,0.65,2640,9.79,12.2,中龄林,8杉木 2其它硬阔类,针叶林,杉木林
43-422163-N-00738,110.4135230766388,27.56261321628126,人工,0.7,2010,11.7,10.8,中龄林,5杉木 2其它硬阔类 2板栗 1其它软阔类,针阔混交林,针叶针阔混交林
43-423263-Y-01323,110.67274030332243,28.879226239799152,人工,0.4,1365,14.3,14.1,近熟林,5马尾松 3杉木 1其它硬阔类 1栎类,针叶林,马尾松林
43-424231-N-01217,109.78088778604257,26.004480301324918,人工,0.65,1050,13.6,17.6,成、过熟林,9杉木 1其它硬阔类,针叶林,杉木林
43-423131-N-01117,109.777391,26.328576,人工,0.8,2580,12.9,14.7,近熟林,7杉木 3马尾松,针叶林,杉木林
43-422263-Y-05598,109.72084412245835,26.13079238765863,人工,0.65,2595,9.5,10.7,中龄林,5松3阔2杉,针阔混交林,针叶针阔混交林
43-422122-N-01142,109.697737,26.256415,人工,0.75,1725,7.8,12.7,中龄林,9马尾松 1杉木,针叶林,马尾松林
43-422222-N-00668,109.838496,27.843451,人工,0.65,1365,12.8,19.4,中龄林,9马1柏,针叶林,马尾松林
43-412241-Y-05232,109.91775831675776,26.3858424449325,天然,0.65,1755,7.5,14.7,中龄林,7栎—2阔—1松,阔叶林,栎类林
43-412259-Y-05352,109.999041,26.313216,天然,0.65,2595,9,11.6,中龄林,10其它软阔类,阔叶林,其他难燃阔叶林
43-412366-Y-05728,109.761427,26.021481,天然,0.25,285,12.6,9.1,壮龄竹,10毛竹 ,竹、灌,竹、灌
43-411262-Y-02563,110.3083723,28.12018835,天然,0.6,1560,9.5,10.1,幼龄林,6其它硬阔类 4栎类,阔叶林,栎类林
43-411259-Y-05552,109.682429,26.167274,天然,0.4,420,7.3,8.8,幼龄林,10阔,阔叶林,其他难燃阔叶林
43-411249-Y-05404,109.719664,26.275271,天然,0.65,1920,10.5,13.4,幼龄林,7其它硬阔3杉木,阔叶林,其他难燃阔叶林
43-411363-Y-05726,109.523112,26.020469,天然,0.35,885,7.7,10.8,幼龄林,6其它硬阔类 4杉木,针阔混交林,针叶针阔混交林
43-424363-N-00730,110.45246774575874,27.596980620350518,人工,0.3,435,7.9,12.7,成、过熟林,3杨梅 3杉木 2其它硬阔类 2马尾松,针阔混交林,针叶针阔混交林
43-412363-Y-02732,110.10608151684673,28.011165858277998,天然,0.34,660,9,13.7,中龄林,6其它硬阔类 4马尾松,针阔混交林,针叶针阔混交林
43-412262-N-00578,110.3678799,28.10178468,天然,0.55,960,13.1,14.3,中龄林,4其它软阔类 3枫香 3泡桐,阔叶林,其他难燃阔叶林
43-413262-N-00524,110.617487,28.231572,天然,0.6,1365,13,18.4,近熟林,9其它硬阔类 1其它软阔类,阔叶林,其他难燃阔叶林
43-412262-N-00356,110.85618715381418,28.68080421404329,天然,0.5,1515,10.5,13.8,中龄林,7其它软阔类 2其它硬阔类 1杉木,阔叶林,其他难燃阔叶林
43-422261-Y-04544,109.994631,26.818765,人工,0.65,2520,9.7,10.7,中龄林,5杉木 3马尾松 2其它硬阔类,针叶林,杉木林
43-412148-Y-01790,110.18209087489402,28.58955492442027,天然,0.7,675,19.3,30.4,中龄林,7枫香 1马尾松 1其它软阔类 1楠木,阔叶林,枫香林
43-424263-Y-01620,110.7961181,28.69842583,人工,0.45,1980,9,12.1,成、过熟林,6杉木 2其它软阔类 1其它硬阔类 1檫木,针阔混交林,针叶针阔混交林
43-411241-Y-01383,110.79602652080735,28.843829917816493,天然,0.65,1470,7.8,11.4,幼龄林,6栎类 2其它硬阔类 1杉木 1其它软阔类,阔叶林,栎类林
43-424222-N-00335,110.28299602164913,28.715071365251333,人工,0.6,1410,20,25.3,成、过熟林,9马尾松 1其它硬阔类,针叶林,马尾松林
43-412262-Y-02451,110.55304767511018,28.192471849296453,天然,0.6,810,11.3,16,中龄林,4其它软阔类 3枫香 3其它硬阔类,阔叶林,其他难燃阔叶林
43-424131-N-00306,110.405596,28.823914,人工,0.88,1590,14,14.9,成、过熟林,8杉木 2其它软阔类,针叶林,杉木林
43-412262-N-00459,110.65250673989419,28.39170221988161,天然,0.41,1530,13.1,14.1,中龄林,5其它软阔类 3枫香 2板栗,阔叶林,其他难燃阔叶林
43-411241-N-00263,110.81481489439193,28.93338650348437,天然,0.5,945,7.93,17.1,幼龄林,6栎类 2泡桐 1其它硬阔类 1马尾松,阔叶林,栎类林
43-412362-N-00550,110.530759,28.174514,天然,0.35,435,11.3,15.5,中龄林,5其它硬阔类 2枫香 2其它软阔类 1柳杉,阔叶林,其他难燃阔叶林
43-411362-N-00491,110.36724398122482,28.318492811594012,天然,0.35,345,8.6,9.8,幼龄林,8其它硬阔1软阔1马尾松,阔叶林,其他难燃阔叶林
43-412262-N-00326,110.65131881820895,28.75261274298373,天然,0.45,1170,6.5,14.8,中龄林,7其它硬阔类 1杉木 1枫香 1其它软阔类,阔叶林,其他难燃阔叶林
43-422263-N-00922,109.684995,26.904655,人工,0.65,3000,9.5,10.3,中龄林,5杉木4其它硬阔1其它软阔,针阔混交林,针叶针阔混交林
43-412266-Y-04435,109.993596,26.890322,天然,0.65,2250,12.5,9,壮龄竹,10毛竹 ,竹、灌,竹、灌
43-412249-Y-04431,109.672127,26.888387,天然,0.45,900,9.5,12.3,中龄林,9其它硬阔类 1其它软阔类,阔叶林,其他难燃阔叶林
43-412262-Y-03315,109.582187,27.609094,天然,0.65,2070,7.6,13.1,中龄林,4木荷 2马尾松 2樱桃 1盐肤木 1其他硬阔,针阔混交林,阔叶针阔混交林
43-422131-Y-03430,110.555259,27.543474,人工,0.7,2475,10.4,12.3,中龄林,10杉木,针叶林,杉木林
43-411149-Y-03171,110.429416,27.723371,天然,0.75,1185,11.9,12.1,幼龄林,7其它硬阔类 3杉木,阔叶林,其他难燃阔叶林
43-422122-N-00629,110.041393,27.960208,人工,0.7,2460,16.8,18,中龄林,8马尾松2杉木,针叶林,马尾松林
43-412263-Y-02791,110.308665,27.975957,天然,0.55,1740,9.8,11.6,中龄林,6其它硬阔类 4杉木,针阔混交林,针叶针阔混交林
43-434263-Y-01976,110.79633,28.48287466,人天混,0.65,1290,10.7,15.4,成、过熟林,6其它阔叶4杉木,针阔混交林,针叶针阔混交林
43-433159-Y-01740,110.8775704,28.62681747,人天混,0.75,2040,9,13.2,近熟林,7其它软阔 2杉木 1厚朴,阔叶林,其他难燃阔叶林
43-431263-Y-01263,110.54931583305932,28.915546196100138,人天混,0.45,735,15.3,16.4,幼龄林,6阔叶3马尾松1杉木,针阔混交林,针叶针阔混交林
43-414122-N-00373,110.406372,28.606202,天然,0.75,1125,23.1,22.3,成、过熟林,9马尾松 1柏木,针叶林,马尾松林
43-422235-N-00445,110.325902,28.426724,人工,0.55,1185,9.3,16.4,中龄林,9柏木 1杉木,针叶林,柏木林
43-422231-Y-01617,110.55083327935706,28.698746831609345,人工,0.6,1815,9.5,12.8,中龄林,7杉木 1其它软阔类 1马尾松 1其它硬阔类,针叶林,杉木林
43-421231-N-00283,110.77394651971616,28.861144416781485,人工,0.4,345,6.7,10.7,幼龄林,7杉木 3其它软阔类,针叶林,杉木林
43-412271-N-00559,110.40902329269085,28.138217735959813,天然,0.6,960,11.8,12.8,中龄林,7板栗 2杉木 1其它硬阔类,阔叶林,其他难燃阔叶林
43-412263-Y-01440,110.5905316,28.8070358,天然,0.4,1005,9.5,11.1,中龄林,3其它软阔类 3檵木 2马尾松 2板栗,针阔混交林,针叶针阔混交林
43-412262-Y-02218,110.71489197458504,28.338153967331777,天然,0.65,1455,12.3,18.2,中龄林,7枫香 1其它软阔类 1楠木 1杉木,阔叶林,枫香林
43-412262-Y-01621,110.87763,28.699403,天然,0.6,2625,13,14.7,中龄林,3其它软阔类 3杉木 2其它硬阔类 2檫木,针阔混交林,针叶针阔混交林
43-412262-N-00493,110.69352816839034,28.31961549016279,天然,0.6,2550,8.3,12.8,中龄林,4其它软阔类 2楠木 2枫香 2其它硬阔类,阔叶林,其他难燃阔叶林
43-412262-N-00337,110.364654,28.715386,天然,0.4,435,10,13.3,中龄林,4核桃 3其它硬阔类 2板栗 1桤木,针阔混交林,针叶针阔混交林
43-412261-N-00339,110.81519768002897,28.716845409288283,天然,0.6,2310,9.5,11.7,中龄林,5杉木 3马尾松 1檫木 1其它硬阔类,针叶林,杉木林
43-412222-Y-02034,110.59225828359297,28.446363919459372,天然,0.65,1560,14,18.5,中龄林,8马尾松 2杉木,针叶林,马尾松林
